Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request hour,Request day,Time Slot
3194,City,228.0,Cancelled,2016-07-13 09:35:28,,9,Wednesday,Early Morning
3541,Airport,228.0,Cancelled,2016-07-13 17:57:13,,17,Wednesday,Evening
1365,City,229.0,Cancelled,2016-07-11 00:09:00,,0,Monday,Late Night
1834,City,229.0,Cancelled,2016-07-12 09:33:00,,9,Tuesday,Early Morning
4129,City,229.0,Cancelled,2016-07-14 04:42:23,,4,Thursday,Late Night
4380,City,229.0,Cancelled,2016-07-14 07:47:21,,7,Thursday,Early Morning
4434,City,229.0,Cancelled,2016-07-14 08:27:11,,8,Thursday,Early Morning
5735,City,229.0,Cancelled,2016-07-15 07:47:23,,7,Friday,Early Morning
6434,Airport,229.0,Cancelled,2016-07-15 19:49:25,,19,Friday,Evening
623,Airport,230.0,Cancelled,2016-07-11 12:03:00,,12,Monday,Day
1521,City,230.0,Cancelled,2016-07-12 05:50:00,,5,Tuesday,Early Morning
2771,City,230.0,Cancelled,2016-07-13 04:24:36,,4,Wednesday,Late Night
2873,City,230.0,Cancelled,2016-07-13 05:48:58,,5,Wednesday,Early Morning
3320,Airport,230.0,Cancelled,2016-07-13 12:21:11,,12,Wednesday,Day
4571,City,230.0,Cancelled,2016-07-14 09:49:16,,9,Thursday,Early Morning
4600,City,230.0,Cancelled,2016-07-14 10:08:30,,10,Thursday,Day
5341,City,230.0,Cancelled,2016-07-14 22:34:33,,22,Thursday,Night
2435,City,231.0,Cancelled,2016-07-12 20:11:00,,20,Tuesday,Evening
2919,City,231.0,Cancelled,2016-07-13 06:19:03,,6,Wednesday,Early Morning
4712,City,231.0,Cancelled,2016-07-14 13:23:54,,13,Thursday,Day
399,City,232.0,Cancelled,2016-07-11 08:25:00,,8,Monday,Early Morning
2826,City,232.0,Cancelled,2016-07-13 05:13:35,,5,Wednesday,Early Morning
3090,City,232.0,Cancelled,2016-07-13 08:13:41,,8,Wednesday,Early Morning
4141,City,232.0,Cancelled,2016-07-14 04:46:40,,4,Thursday,Late Night
5817,City,232.0,Cancelled,2016-07-15 08:46:28,,8,Friday,Early Morning
1156,City,233.0,Cancelled,2016-07-11 20:46:00,,20,Monday,Evening
3155,City,233.0,Cancelled,2016-07-13 09:02:43,,9,Wednesday,Early Morning
5821,City,233.0,Cancelled,2016-07-15 08:54:59,,8,Friday,Early Morning
552,City,234.0,Cancelled,2016-07-11 10:07:00,,10,Monday,Day
589,Airport,234.0,Cancelled,2016-07-11 11:19:00,,11,Monday,Day
3218,City,234.0,Cancelled,2016-07-13 09:49:59,,9,Wednesday,Early Morning
3287,City,234.0,Cancelled,2016-07-13 11:13:58,,11,Wednesday,Day
5557,City,234.0,Cancelled,2016-07-15 05:39:51,,5,Friday,Early Morning
5874,City,234.0,Cancelled,2016-07-15 09:21:37,,9,Friday,Early Morning
1117,Airport,235.0,Cancelled,2016-07-11 20:17:00,,20,Monday,Evening
2820,City,235.0,Cancelled,2016-07-13 05:14:00,,5,Wednesday,Early Morning
3083,City,235.0,Cancelled,2016-07-13 08:16:01,,8,Wednesday,Early Morning
185,City,236.0,Cancelled,2016-07-11 05:43:00,,5,Monday,Early Morning
2922,City,236.0,Cancelled,2016-07-13 06:25:47,,6,Wednesday,Early Morning
4379,City,236.0,Cancelled,2016-07-14 07:43:57,,7,Thursday,Early Morning
1846,City,237.0,Cancelled,2016-07-12 09:43:00,,9,Tuesday,Early Morning
2778,Airport,237.0,Cancelled,2016-07-13 04:45:54,,4,Wednesday,Late Night
4161,City,237.0,Cancelled,2016-07-14 05:06:13,,5,Thursday,Early Morning
5702,City,237.0,Cancelled,2016-07-15 07:37:04,,7,Friday,Early Morning
5808,City,237.0,Cancelled,2016-07-15 08:39:56,,8,Friday,Early Morning
298,City,238.0,Cancelled,2016-07-11 07:15:00,,7,Monday,Early Morning
4602,Airport,238.0,Cancelled,2016-07-14 10:13:25,,10,Thursday,Day
5650,City,238.0,Cancelled,2016-07-15 06:59:22,,6,Friday,Early Morning
508,City,239.0,Cancelled,2016-07-11 09:40:00,,9,Monday,Early Morning
1419,City,239.0,Cancelled,2016-07-12 03:57:00,,3,Tuesday,Late Night
3114,City,239.0,Cancelled,2016-07-13 08:38:20,,8,Wednesday,Early Morning
309,City,240.0,Cancelled,2016-07-11 07:18:00,,7,Monday,Early Morning
327,City,240.0,Cancelled,2016-07-11 07:33:00,,7,Monday,Early Morning
1491,City,240.0,Cancelled,2016-07-12 05:36:00,,5,Tuesday,Early Morning
4392,City,240.0,Cancelled,2016-07-14 07:56:17,,7,Thursday,Early Morning
5396,City,240.0,Cancelled,2016-07-15 00:54:12,,0,Friday,Late Night
5767,City,240.0,Cancelled,2016-07-15 08:19:53,,8,Friday,Early Morning
5498,City,241.0,Cancelled,2016-07-15 04:56:28,,4,Friday,Late Night
5755,City,241.0,Cancelled,2016-07-15 08:05:55,,8,Friday,Early Morning
414,City,242.0,Cancelled,2016-07-11 08:41:00,,8,Monday,Early Morning
1621,City,242.0,Cancelled,2016-07-12 06:56:00,,6,Tuesday,Early Morning
5288,Airport,242.0,Cancelled,2016-07-14 21:42:19,,21,Thursday,Evening
1778,City,243.0,Cancelled,2016-07-12 09:01:00,,9,Tuesday,Early Morning
5266,Airport,243.0,Cancelled,2016-07-14 21:26:44,,21,Thursday,Evening
5836,City,243.0,Cancelled,2016-07-15 09:02:31,,9,Friday,Early Morning
115,City,244.0,Cancelled,2016-07-11 05:14:00,,5,Monday,Early Morning
4655,City,244.0,Cancelled,2016-07-14 12:04:12,,12,Thursday,Day
5590,City,244.0,Cancelled,2016-07-15 06:02:31,,6,Friday,Early Morning
1784,City,245.0,Cancelled,2016-07-12 09:02:00,,9,Tuesday,Early Morning
3123,City,245.0,Cancelled,2016-07-13 08:39:59,,8,Wednesday,Early Morning
3330,City,245.0,Cancelled,2016-07-13 12:25:07,,12,Wednesday,Day
4376,City,245.0,Cancelled,2016-07-14 07:41:41,,7,Thursday,Early Morning
4540,City,245.0,Cancelled,2016-07-14 09:38:51,,9,Thursday,Early Morning
431,City,246.0,Cancelled,2016-07-11 08:56:00,,8,Monday,Early Morning
1599,City,246.0,Cancelled,2016-07-12 06:39:00,,6,Tuesday,Early Morning
1725,City,246.0,Cancelled,2016-07-12 08:17:00,,8,Tuesday,Early Morning
4248,City,246.0,Cancelled,2016-07-14 06:02:41,,6,Thursday,Early Morning
133,City,247.0,Cancelled,2016-07-11 05:14:00,,5,Monday,Early Morning
4170,City,247.0,Cancelled,2016-07-14 05:09:42,,5,Thursday,Early Morning
6057,Airport,247.0,Cancelled,2016-07-15 13:41:55,,13,Friday,Day
108,City,248.0,Cancelled,2016-07-11 05:09:00,,5,Monday,Early Morning
1798,City,248.0,Cancelled,2016-07-12 09:10:00,,9,Tuesday,Early Morning
1932,City,248.0,Cancelled,2016-07-12 11:13:00,,11,Tuesday,Day
5865,City,248.0,Cancelled,2016-07-15 09:18:48,,9,Friday,Early Morning
5981,City,248.0,Cancelled,2016-07-15 11:40:05,,11,Friday,Day
363,City,249.0,Cancelled,2016-07-11 08:02:00,,8,Monday,Early Morning
3153,City,249.0,Cancelled,2016-07-13 09:03:21,,9,Wednesday,Early Morning
3196,City,249.0,Cancelled,2016-07-13 09:37:26,,9,Wednesday,Early Morning
3214,City,249.0,Cancelled,2016-07-13 09:46:56,,9,Wednesday,Early Morning
4171,City,249.0,Cancelled,2016-07-14 05:11:39,,5,Thursday,Early Morning
5824,City,249.0,Cancelled,2016-07-15 08:50:27,,8,Friday,Early Morning
1866,City,250.0,Cancelled,2016-07-12 09:52:00,,9,Tuesday,Early Morning
2958,City,250.0,Cancelled,2016-07-13 06:46:00,,6,Wednesday,Early Morning
3181,Airport,250.0,Cancelled,2016-07-13 09:19:04,,9,Wednesday,Early Morning
5833,City,250.0,Cancelled,2016-07-15 08:57:27,,8,Friday,Early Morning
5873,City,250.0,Cancelled,2016-07-15 09:20:40,,9,Friday,Early Morning
415,Airport,251.0,Cancelled,2016-07-11 08:37:00,,8,Monday,Early Morning
4439,City,251.0,Cancelled,2016-07-14 08:27:51,,8,Thursday,Early Morning
5761,City,251.0,Cancelled,2016-07-15 08:18:14,,8,Friday,Early Morning
490,City,252.0,Cancelled,2016-07-11 09:33:00,,9,Monday,Early Morning
464,City,253.0,Cancelled,2016-07-11 09:14:00,,9,Monday,Early Morning
725,Airport,253.0,Cancelled,2016-07-11 15:02:00,,15,Monday,Day
2418,Airport,254.0,Cancelled,2016-07-12 20:05:00,,20,Tuesday,Evening
4137,City,254.0,Cancelled,2016-07-14 04:48:41,,4,Thursday,Late Night
780,Airport,255.0,Cancelled,2016-07-11 16:42:00,,16,Monday,Day
1601,City,255.0,Cancelled,2016-07-12 06:43:00,,6,Tuesday,Early Morning
1831,Airport,255.0,Cancelled,2016-07-12 09:27:00,,9,Tuesday,Early Morning
5545,City,255.0,Cancelled,2016-07-15 05:27:12,,5,Friday,Early Morning
2782,City,256.0,Cancelled,2016-07-13 04:50:27,,4,Wednesday,Late Night
4202,City,256.0,Cancelled,2016-07-14 05:37:41,,5,Thursday,Early Morning
4253,City,256.0,Cancelled,2016-07-14 06:02:50,,6,Thursday,Early Morning
4669,City,256.0,Cancelled,2016-07-14 12:34:18,,12,Thursday,Day
5694,City,256.0,Cancelled,2016-07-15 07:31:03,,7,Friday,Early Morning
5707,City,256.0,Cancelled,2016-07-15 07:32:56,,7,Friday,Early Morning
5795,City,256.0,Cancelled,2016-07-15 08:41:36,,8,Friday,Early Morning
4203,City,257.0,Cancelled,2016-07-14 05:36:28,,5,Thursday,Early Morning
5928,City,257.0,Cancelled,2016-07-15 10:07:34,,10,Friday,Day
471,City,258.0,Cancelled,2016-07-11 09:22:00,,9,Monday,Early Morning
4505,City,258.0,Cancelled,2016-07-14 09:09:33,,9,Thursday,Early Morning
5876,City,258.0,Cancelled,2016-07-15 09:27:22,,9,Friday,Early Morning
332,City,259.0,Cancelled,2016-07-11 07:40:00,,7,Monday,Early Morning
1734,City,259.0,Cancelled,2016-07-12 08:25:00,,8,Tuesday,Early Morning
3202,City,259.0,Cancelled,2016-07-13 09:41:02,,9,Wednesday,Early Morning
4232,City,259.0,Cancelled,2016-07-14 05:55:47,,5,Thursday,Early Morning
6608,Airport,259.0,Cancelled,2016-07-15 21:46:57,,21,Friday,Evening
1703,City,260.0,Cancelled,2016-07-12 08:05:00,,8,Tuesday,Early Morning
3001,City,260.0,Cancelled,2016-07-13 07:15:27,,7,Wednesday,Early Morning
3149,City,260.0,Cancelled,2016-07-13 08:55:18,,8,Wednesday,Early Morning
4496,City,260.0,Cancelled,2016-07-14 09:02:24,,9,Thursday,Early Morning
1591,City,261.0,Cancelled,2016-07-12 06:28:00,,6,Tuesday,Early Morning
1876,City,261.0,Cancelled,2016-07-12 10:01:00,,10,Tuesday,Day
4169,City,261.0,Cancelled,2016-07-14 05:12:56,,5,Thursday,Early Morning
4512,City,261.0,Cancelled,2016-07-14 09:15:30,,9,Thursday,Early Morning
2895,City,262.0,Cancelled,2016-07-13 06:02:04,,6,Wednesday,Early Morning
4330,City,262.0,Cancelled,2016-07-14 07:13:49,,7,Thursday,Early Morning
4801,City,262.0,Cancelled,2016-07-14 16:59:11,,16,Thursday,Day
5787,City,262.0,Cancelled,2016-07-15 08:30:20,,8,Friday,Early Morning
743,City,263.0,Cancelled,2016-07-11 15:37:00,,15,Monday,Day
3704,Airport,263.0,Cancelled,2016-07-13 19:47:50,,19,Wednesday,Evening
485,City,264.0,Cancelled,2016-07-11 09:33:00,,9,Monday,Early Morning
647,City,264.0,Cancelled,2016-07-11 12:37:00,,12,Monday,Day
1858,City,264.0,Cancelled,2016-07-12 09:54:00,,9,Tuesday,Early Morning
4755,City,264.0,Cancelled,2016-07-14 15:17:34,,15,Thursday,Day
5769,City,264.0,Cancelled,2016-07-15 08:21:38,,8,Friday,Early Morning
2988,City,265.0,Cancelled,2016-07-13 07:09:54,,7,Wednesday,Early Morning
553,City,266.0,Cancelled,2016-07-11 10:09:00,,10,Monday,Day
676,City,266.0,Cancelled,2016-07-11 13:23:00,,13,Monday,Day
1516,City,266.0,Cancelled,2016-07-12 05:44:00,,5,Tuesday,Early Morning
1763,City,266.0,Cancelled,2016-07-12 08:51:00,,8,Tuesday,Early Morning
4144,City,266.0,Cancelled,2016-07-14 04:50:45,,4,Thursday,Late Night
6541,Airport,266.0,Cancelled,2016-07-15 20:54:48,,20,Friday,Evening
147,City,267.0,Cancelled,2016-07-11 05:26:00,,5,Monday,Early Morning
2881,City,267.0,Cancelled,2016-07-13 05:58:31,,5,Wednesday,Early Morning
2964,City,267.0,Cancelled,2016-07-13 06:48:48,,6,Wednesday,Early Morning
4236,City,267.0,Cancelled,2016-07-14 05:53:18,,5,Thursday,Early Morning
4447,City,267.0,Cancelled,2016-07-14 08:32:05,,8,Thursday,Early Morning
4579,Airport,267.0,Cancelled,2016-07-14 10:04:05,,10,Thursday,Day
5720,City,267.0,Cancelled,2016-07-15 07:37:57,,7,Friday,Early Morning
5820,City,267.0,Cancelled,2016-07-15 08:50:10,,8,Friday,Early Morning
6487,Airport,267.0,Cancelled,2016-07-15 20:23:14,,20,Friday,Evening
120,City,268.0,Cancelled,2016-07-11 05:04:00,,5,Monday,Early Morning
1560,City,268.0,Cancelled,2016-07-12 06:06:00,,6,Tuesday,Early Morning
4815,Airport,268.0,Cancelled,2016-07-14 17:18:23,,17,Thursday,Evening
166,City,269.0,Cancelled,2016-07-11 05:41:00,,5,Monday,Early Morning
1655,Airport,269.0,Cancelled,2016-07-12 07:27:00,,7,Tuesday,Early Morning
1670,City,269.0,Cancelled,2016-07-12 07:36:00,,7,Tuesday,Early Morning
3026,City,269.0,Cancelled,2016-07-13 07:29:18,,7,Wednesday,Early Morning
3388,City,269.0,Cancelled,2016-07-13 14:36:39,,14,Wednesday,Day
5809,City,269.0,Cancelled,2016-07-15 08:48:20,,8,Friday,Early Morning
6080,Airport,269.0,Cancelled,2016-07-15 14:17:28,,14,Friday,Day
1545,Airport,270.0,Cancelled,2016-07-12 06:01:00,,6,Tuesday,Early Morning
3032,City,270.0,Cancelled,2016-07-13 07:33:57,,7,Wednesday,Early Morning
3156,City,270.0,Cancelled,2016-07-13 09:00:40,,9,Wednesday,Early Morning
4741,City,270.0,Cancelled,2016-07-14 14:52:18,,14,Thursday,Day
5582,City,270.0,Cancelled,2016-07-15 05:52:11,,5,Friday,Early Morning
5677,City,270.0,Cancelled,2016-07-15 07:06:05,,7,Friday,Early Morning
5989,Airport,270.0,Cancelled,2016-07-15 11:46:11,,11,Friday,Day
417,City,271.0,Cancelled,2016-07-11 08:42:00,,8,Monday,Early Morning
1437,City,271.0,Cancelled,2016-07-12 04:42:00,,4,Tuesday,Late Night
3063,City,271.0,Cancelled,2016-07-13 07:55:16,,7,Wednesday,Early Morning
3100,City,271.0,Cancelled,2016-07-13 08:18:13,,8,Wednesday,Early Morning
3148,City,271.0,Cancelled,2016-07-13 09:02:46,,9,Wednesday,Early Morning
305,City,272.0,Cancelled,2016-07-11 07:17:00,,7,Monday,Early Morning
1511,City,272.0,Cancelled,2016-07-12 05:40:00,,5,Tuesday,Early Morning
2830,City,272.0,Cancelled,2016-07-13 05:19:51,,5,Wednesday,Early Morning
2938,City,272.0,Cancelled,2016-07-13 06:33:04,,6,Wednesday,Early Morning
346,City,273.0,Cancelled,2016-07-11 07:54:00,,7,Monday,Early Morning
1684,City,274.0,Cancelled,2016-07-12 07:50:00,,7,Tuesday,Early Morning
3027,City,274.0,Cancelled,2016-07-13 07:26:36,,7,Wednesday,Early Morning
3017,Airport,274.0,Cancelled,2016-07-13 07:29:44,,7,Wednesday,Early Morning
4926,Airport,274.0,Cancelled,2016-07-14 18:20:41,,18,Thursday,Evening
2222,City,275.0,Cancelled,2016-07-12 18:03:00,,18,Tuesday,Evening
2237,City,275.0,Cancelled,2016-07-12 18:19:00,,18,Tuesday,Evening
4207,City,275.0,Cancelled,2016-07-14 05:30:56,,5,Thursday,Early Morning
4223,City,275.0,Cancelled,2016-07-14 05:46:02,,5,Thursday,Early Morning
4452,City,275.0,Cancelled,2016-07-14 08:34:36,,8,Thursday,Early Morning
5632,City,275.0,Cancelled,2016-07-15 06:35:32,,6,Friday,Early Morning
5879,City,275.0,Cancelled,2016-07-15 09:27:08,,9,Friday,Early Morning
395,City,276.0,Cancelled,2016-07-11 08:32:00,,8,Monday,Early Morning
495,City,276.0,Cancelled,2016-07-11 09:37:00,,9,Monday,Early Morning
1228,City,276.0,Cancelled,2016-07-11 21:37:00,,21,Monday,Evening
1481,City,277.0,Cancelled,2016-07-12 05:24:00,,5,Tuesday,Early Morning
1616,City,277.0,Cancelled,2016-07-12 06:54:00,,6,Tuesday,Early Morning
1627,City,277.0,Cancelled,2016-07-12 07:02:00,,7,Tuesday,Early Morning
1726,City,277.0,Cancelled,2016-07-12 08:25:00,,8,Tuesday,Early Morning
2789,City,277.0,Cancelled,2016-07-13 04:50:46,,4,Wednesday,Late Night
3552,Airport,277.0,Cancelled,2016-07-13 18:01:34,,18,Wednesday,Evening
4130,City,277.0,Cancelled,2016-07-14 04:41:54,,4,Thursday,Late Night
294,City,278.0,Cancelled,2016-07-11 07:12:00,,7,Monday,Early Morning
315,City,278.0,Cancelled,2016-07-11 07:34:00,,7,Monday,Early Morning
1718,City,278.0,Cancelled,2016-07-12 08:14:00,,8,Tuesday,Early Morning
2122,City,278.0,Cancelled,2016-07-12 16:50:00,,16,Tuesday,Day
2387,City,278.0,Cancelled,2016-07-12 19:46:00,,19,Tuesday,Evening
140,City,279.0,Cancelled,2016-07-11 05:17:00,,5,Monday,Early Morning
505,City,279.0,Cancelled,2016-07-11 09:44:00,,9,Monday,Early Morning
2950,City,279.0,Cancelled,2016-07-13 06:40:30,,6,Wednesday,Early Morning
5800,City,279.0,Cancelled,2016-07-15 08:44:20,,8,Friday,Early Morning
1877,City,280.0,Cancelled,2016-07-12 10:03:00,,10,Tuesday,Day
3437,City,280.0,Cancelled,2016-07-13 16:10:20,,16,Wednesday,Day
3820,Airport,280.0,Cancelled,2016-07-13 21:07:32,,21,Wednesday,Evening
5076,City,280.0,Cancelled,2016-07-14 19:38:01,,19,Thursday,Evening
5660,City,280.0,Cancelled,2016-07-15 07:02:00,,7,Friday,Early Morning
6242,Airport,280.0,Cancelled,2016-07-15 17:55:10,,17,Friday,Evening
6321,Airport,280.0,Cancelled,2016-07-15 18:37:53,,18,Friday,Evening
3086,City,281.0,Cancelled,2016-07-13 08:12:18,,8,Wednesday,Early Morning
4538,City,281.0,Cancelled,2016-07-14 09:38:03,,9,Thursday,Early Morning
1233,Airport,282.0,Cancelled,2016-07-11 21:38:00,,21,Monday,Evening
1883,City,282.0,Cancelled,2016-07-12 10:06:00,,10,Tuesday,Day
3233,City,282.0,Cancelled,2016-07-13 10:01:44,,10,Wednesday,Day
3237,City,282.0,Cancelled,2016-07-13 10:06:32,,10,Wednesday,Day
3577,Airport,282.0,Cancelled,2016-07-13 18:24:15,,18,Wednesday,Evening
219,City,283.0,Cancelled,2016-07-11 06:15:00,,6,Monday,Early Morning
493,City,283.0,Cancelled,2016-07-11 09:30:00,,9,Monday,Early Morning
1575,City,283.0,Cancelled,2016-07-12 06:23:00,,6,Tuesday,Early Morning
5631,City,283.0,Cancelled,2016-07-15 06:36:14,,6,Friday,Early Morning
109,City,284.0,Cancelled,2016-07-11 05:01:00,,5,Monday,Early Morning
299,City,284.0,Cancelled,2016-07-11 07:13:00,,7,Monday,Early Morning
347,City,284.0,Cancelled,2016-07-11 07:51:00,,7,Monday,Early Morning
538,City,284.0,Cancelled,2016-07-11 10:00:00,,10,Monday,Day
3250,City,284.0,Cancelled,2016-07-13 10:09:28,,10,Wednesday,Day
3983,City,284.0,Cancelled,2016-07-13 23:19:23,,23,Wednesday,Night
2948,City,285.0,Cancelled,2016-07-13 06:39:27,,6,Wednesday,Early Morning
2982,City,285.0,Cancelled,2016-07-13 07:04:21,,7,Wednesday,Early Morning
3055,City,285.0,Cancelled,2016-07-13 07:48:58,,7,Wednesday,Early Morning
3759,City,285.0,Cancelled,2016-07-13 20:34:32,,20,Wednesday,Evening
4389,City,285.0,Cancelled,2016-07-14 07:56:57,,7,Thursday,Early Morning
5949,City,285.0,Cancelled,2016-07-15 10:30:58,,10,Friday,Day
441,City,286.0,Cancelled,2016-07-11 09:05:00,,9,Monday,Early Morning
1109,City,286.0,Cancelled,2016-07-11 20:23:00,,20,Monday,Evening
1693,Airport,286.0,Cancelled,2016-07-12 07:50:00,,7,Tuesday,Early Morning
3198,City,286.0,Cancelled,2016-07-13 09:39:19,,9,Wednesday,Early Morning
4507,City,286.0,Cancelled,2016-07-14 09:09:57,,9,Thursday,Early Morning
6058,City,286.0,Cancelled,2016-07-15 13:47:11,,13,Friday,Day
1630,City,287.0,Cancelled,2016-07-12 07:03:00,,7,Tuesday,Early Morning
3451,Airport,287.0,Cancelled,2016-07-13 16:53:56,,16,Wednesday,Day
3839,Airport,287.0,Cancelled,2016-07-13 21:28:41,,21,Wednesday,Evening
4258,City,287.0,Cancelled,2016-07-14 06:12:03,,6,Thursday,Early Morning
4677,Airport,287.0,Cancelled,2016-07-14 12:45:00,,12,Thursday,Day
5603,City,287.0,Cancelled,2016-07-15 06:08:31,,6,Friday,Early Morning
186,City,288.0,Cancelled,2016-07-11 05:48:00,,5,Monday,Early Morning
2094,Airport,288.0,Cancelled,2016-07-12 15:51:00,,15,Tuesday,Day
4354,City,288.0,Cancelled,2016-07-14 07:26:35,,7,Thursday,Early Morning
340,City,289.0,Cancelled,2016-07-11 07:51:00,,7,Monday,Early Morning
5499,City,289.0,Cancelled,2016-07-15 05:07:17,,5,Friday,Early Morning
151,City,290.0,Cancelled,2016-07-11 05:27:00,,5,Monday,Early Morning
316,City,290.0,Cancelled,2016-07-11 07:26:00,,7,Monday,Early Morning
561,City,290.0,Cancelled,2016-07-11 10:10:00,,10,Monday,Day
1582,City,290.0,Cancelled,2016-07-12 06:23:00,,6,Tuesday,Early Morning
1871,City,290.0,Cancelled,2016-07-12 10:04:00,,10,Tuesday,Day
4213,City,290.0,Cancelled,2016-07-14 05:39:02,,5,Thursday,Early Morning
5801,City,290.0,Cancelled,2016-07-15 08:40:03,,8,Friday,Early Morning
144,City,291.0,Cancelled,2016-07-11 05:24:00,,5,Monday,Early Morning
1383,City,291.0,Cancelled,2016-07-12 01:12:00,,1,Tuesday,Late Night
3216,City,291.0,Cancelled,2016-07-13 09:50:23,,9,Wednesday,Early Morning
184,City,292.0,Cancelled,2016-07-11 05:49:00,,5,Monday,Early Morning
4435,City,292.0,Cancelled,2016-07-14 08:25:24,,8,Thursday,Early Morning
5623,City,292.0,Cancelled,2016-07-15 06:27:46,,6,Friday,Early Morning
2837,City,293.0,Cancelled,2016-07-13 05:19:53,,5,Wednesday,Early Morning
5812,City,293.0,Cancelled,2016-07-15 08:44:40,,8,Friday,Early Morning
407,City,294.0,Cancelled,2016-07-11 08:33:00,,8,Monday,Early Morning
486,City,294.0,Cancelled,2016-07-11 09:29:00,,9,Monday,Early Morning
4489,City,294.0,Cancelled,2016-07-14 08:53:51,,8,Thursday,Early Morning
1251,City,295.0,Cancelled,2016-07-11 21:47:00,,21,Monday,Evening
2875,City,295.0,Cancelled,2016-07-13 05:54:23,,5,Wednesday,Early Morning
3104,City,295.0,Cancelled,2016-07-13 08:25:16,,8,Wednesday,Early Morning
3909,City,295.0,Cancelled,2016-07-13 22:13:42,,22,Wednesday,Night
4338,City,295.0,Cancelled,2016-07-14 07:20:59,,7,Thursday,Early Morning
4479,City,295.0,Cancelled,2016-07-14 08:41:51,,8,Thursday,Early Morning
3187,City,296.0,Cancelled,2016-07-13 09:31:32,,9,Wednesday,Early Morning
4251,City,296.0,Cancelled,2016-07-14 05:55:36,,5,Thursday,Early Morning
5514,City,296.0,Cancelled,2016-07-15 05:08:25,,5,Friday,Early Morning
5690,City,296.0,Cancelled,2016-07-15 07:20:54,,7,Friday,Early Morning
295,Airport,297.0,Cancelled,2016-07-11 07:10:00,,7,Monday,Early Morning
1487,City,297.0,Cancelled,2016-07-12 05:23:00,,5,Tuesday,Early Morning
5515,City,297.0,Cancelled,2016-07-15 05:13:03,,5,Friday,Early Morning
5535,City,297.0,Cancelled,2016-07-15 05:19:48,,5,Friday,Early Morning
284,City,298.0,Cancelled,2016-07-11 07:05:00,,7,Monday,Early Morning
2966,City,298.0,Cancelled,2016-07-13 06:54:13,,6,Wednesday,Early Morning
3120,City,298.0,Cancelled,2016-07-13 08:32:08,,8,Wednesday,Early Morning
4552,City,298.0,Cancelled,2016-07-14 09:40:33,,9,Thursday,Early Morning
758,City,299.0,Cancelled,2016-07-11 16:06:00,,16,Monday,Day
1641,City,299.0,Cancelled,2016-07-12 07:20:00,,7,Tuesday,Early Morning
4158,City,299.0,Cancelled,2016-07-14 05:03:10,,5,Thursday,Early Morning
4164,City,299.0,Cancelled,2016-07-14 05:06:40,,5,Thursday,Early Morning
4448,City,299.0,Cancelled,2016-07-14 08:30:59,,8,Thursday,Early Morning
4225,City,300.0,Cancelled,2016-07-14 05:46:06,,5,Thursday,Early Morning
1362,City,,No Cars Available,2016-07-11 00:02:00,,0,Monday,Late Night
1364,City,,No Cars Available,2016-07-11 00:06:00,,0,Monday,Late Night
1366,City,,No Cars Available,2016-07-11 00:09:00,,0,Monday,Late Night
2,Airport,,No Cars Available,2016-07-11 00:23:00,,0,Monday,Late Night
7,Airport,,No Cars Available,2016-07-11 00:30:00,,0,Monday,Late Night
6,City,,No Cars Available,2016-07-11 00:36:00,,0,Monday,Late Night
4,City,,No Cars Available,2016-07-11 00:37:00,,0,Monday,Late Night
8,City,,No Cars Available,2016-07-11 00:40:00,,0,Monday,Late Night
12,City,,No Cars Available,2016-07-11 01:08:00,,1,Monday,Late Night
16,Airport,,No Cars Available,2016-07-11 01:09:00,,1,Monday,Late Night
14,Airport,,No Cars Available,2016-07-11 01:10:00,,1,Monday,Late Night
19,City,,No Cars Available,2016-07-11 01:14:00,,1,Monday,Late Night
15,City,,No Cars Available,2016-07-11 01:15:00,,1,Monday,Late Night
17,Airport,,No Cars Available,2016-07-11 01:16:00,,1,Monday,Late Night
20,Airport,,No Cars Available,2016-07-11 01:23:00,,1,Monday,Late Night
23,City,,No Cars Available,2016-07-11 01:38:00,,1,Monday,Late Night
22,Airport,,No Cars Available,2016-07-11 01:40:00,,1,Monday,Late Night
25,Airport,,No Cars Available,2016-07-11 01:45:00,,1,Monday,Late Night
24,Airport,,No Cars Available,2016-07-11 01:48:00,,1,Monday,Late Night
27,Airport,,No Cars Available,2016-07-11 01:49:00,,1,Monday,Late Night
26,Airport,,No Cars Available,2016-07-11 01:49:00,,1,Monday,Late Night
29,City,,No Cars Available,2016-07-11 01:55:00,,1,Monday,Late Night
28,City,,No Cars Available,2016-07-11 02:02:00,,2,Monday,Late Night
31,City,,No Cars Available,2016-07-11 02:10:00,,2,Monday,Late Night
32,Airport,,No Cars Available,2016-07-11 02:15:00,,2,Monday,Late Night
36,City,,No Cars Available,2016-07-11 02:33:00,,2,Monday,Late Night
37,Airport,,No Cars Available,2016-07-11 02:34:00,,2,Monday,Late Night
38,City,,No Cars Available,2016-07-11 02:39:00,,2,Monday,Late Night
40,Airport,,No Cars Available,2016-07-11 02:42:00,,2,Monday,Late Night
39,Airport,,No Cars Available,2016-07-11 02:48:00,,2,Monday,Late Night
42,Airport,,No Cars Available,2016-07-11 02:55:00,,2,Monday,Late Night
43,City,,No Cars Available,2016-07-11 03:06:00,,3,Monday,Late Night
44,Airport,,No Cars Available,2016-07-11 03:07:00,,3,Monday,Late Night
